,gender,past_3yrs_pur,wealth_segment,deceased_indicator,owns_car,tenure,state,property_valuation,product_class,list_price,age,Cluster_lbl
488,Male,78,Mass Customer,N,No,8.0,NSW,12,medium,1065.03,46.0,1
489,Male,78,Mass Customer,N,No,8.0,NSW,12,medium,642.7,46.0,1
490,Male,78,Mass Customer,N,No,8.0,NSW,12,high,495.72,46.0,0
491,Male,78,Mass Customer,N,No,8.0,NSW,12,medium,1228.07,46.0,1
492,Female,41,High Net Worth,N,Yes,7.0,NSW,12,low,1720.7,54.0,1
493,Female,41,High Net Worth,N,Yes,7.0,NSW,12,high,774.53,54.0,1
494,Female,41,High Net Worth,N,Yes,7.0,NSW,12,high,1179.0,54.0,1
495,Female,41,High Net Worth,N,Yes,7.0,NSW,12,low,1793.43,54.0,1
496,Female,41,High Net Worth,N,Yes,7.0,NSW,12,low,71.16,54.0,1
497,Female,41,High Net Worth,N,Yes,7.0,NSW,12,high,12.01,54.0,1
498,Male,74,Mass Customer,N,Yes,14.0,NSW,11,medium,1061.56,53.0,1
499,Male,74,Mass Customer,N,Yes,14.0,NSW,11,medium,1415.01,53.0,1
500,Male,74,Mass Customer,N,Yes,14.0,NSW,11,medium,441.49,53.0,1
501,Male,74,Mass Customer,N,Yes,14.0,NSW,11,medium,1992.93,53.0,1
502,Male,74,Mass Customer,N,Yes,14.0,NSW,11,medium,1362.99,53.0,1
503,Male,74,Mass Customer,N,Yes,14.0,NSW,11,medium,1703.52,53.0,1
504,Male,74,Mass Customer,N,Yes,14.0,NSW,11,medium,1945.43,53.0,1
505,Male,74,Mass Customer,N,Yes,14.0,NSW,11,medium,1403.5,53.0,1
506,Male,74,Mass Customer,N,Yes,14.0,NSW,11,medium,1415.01,53.0,1
507,Male,76,Mass Customer,N,No,11.0,NSW,10,medium,1762.96,36.0,1
508,Male,76,Mass Customer,N,No,11.0,NSW,10,medium,1227.34,36.0,1
509,Male,76,Mass Customer,N,No,11.0,NSW,10,medium,1216.14,36.0,1
510,Male,76,Mass Customer,N,No,11.0,NSW,10,low,945.04,36.0,0
511,Male,76,Mass Customer,N,No,11.0,NSW,10,medium,543.39,36.0,1
512,Male,76,Mass Customer,N,No,11.0,NSW,10,medium,1777.8,36.0,1
513,Male,76,Mass Customer,N,No,11.0,NSW,10,medium,230.91,36.0,1
514,Male,69,Affluent Customer,N,Yes,17.0,NSW,9,medium,1231.15,65.0,1
515,Male,69,Affluent Customer,N,Yes,17.0,NSW,9,medium,71.49,65.0,1
516,Male,69,Affluent Customer,N,Yes,17.0,NSW,9,high,1274.93,65.0,1
517,Male,69,Affluent Customer,N,Yes,17.0,NSW,9,medium,441.49,65.0,1
518,Male,69,Affluent Customer,N,Yes,17.0,NSW,9,high,1024.66,65.0,1
519,Male,69,Affluent Customer,N,Yes,17.0,NSW,9,medium,1890.39,65.0,1
520,Male,69,Affluent Customer,N,Yes,17.0,NSW,9,low,980.37,65.0,1
521,Male,69,Affluent Customer,N,Yes,17.0,NSW,9,medium,1151.96,65.0,1
522,Female,98,Mass Customer,N,No,12.0,VIC,10,medium,2091.47,40.0,0
523,Female,98,Mass Customer,N,No,12.0,VIC,10,medium,1231.15,40.0,0
524,Female,98,Mass Customer,N,No,12.0,VIC,10,medium,1775.81,40.0,0
525,Male,63,Mass Customer,N,Yes,10.0,VIC,10,high,2005.66,44.0,0
526,Male,63,Mass Customer,N,Yes,10.0,VIC,10,medium,2091.47,44.0,1
527,Male,63,Mass Customer,N,Yes,10.0,VIC,10,high,1179.0,44.0,0
528,Male,33,Mass Customer,N,No,21.0,NSW,7,medium,230.91,46.0,1
529,Male,33,Mass Customer,N,No,21.0,NSW,7,medium,1403.5,46.0,1
530,Male,33,Mass Customer,N,No,21.0,NSW,7,medium,441.49,46.0,1
531,Male,33,Mass Customer,N,No,21.0,NSW,7,medium,1890.39,46.0,1
532,Male,33,Mass Customer,N,No,21.0,NSW,7,medium,1386.84,46.0,1
533,Male,33,Mass Customer,N,No,21.0,NSW,7,medium,1483.2,46.0,1
534,Male,33,Mass Customer,N,No,21.0,NSW,7,medium,1469.44,46.0,1
535,Female,67,Affluent Customer,N,Yes,8.0,VIC,10,medium,912.52,60.0,1
536,Female,67,Affluent Customer,N,Yes,8.0,VIC,10,medium,2091.47,60.0,1
537,Female,67,Affluent Customer,N,Yes,8.0,VIC,10,low,642.31,60.0,0
538,Female,67,Affluent Customer,N,Yes,8.0,VIC,10,medium,1403.5,60.0,1
539,Male,33,Mass Customer,N,No,15.0,NSW,11,medium,1280.28,52.0,1
540,Male,33,Mass Customer,N,No,15.0,NSW,11,medium,1061.56,52.0,1
541,Male,33,Mass Customer,N,No,15.0,NSW,11,medium,441.49,52.0,1
543,Male,16,Mass Customer,N,Yes,10.0,NSW,8,medium,1198.46,41.0,1
544,Male,16,Mass Customer,N,Yes,10.0,NSW,8,medium,1894.19,41.0,1
545,Male,16,Mass Customer,N,Yes,10.0,NSW,8,medium,1403.5,41.0,1
546,Male,16,Mass Customer,N,Yes,10.0,NSW,8,low,590.26,41.0,1
547,Male,16,Mass Customer,N,Yes,10.0,NSW,8,medium,1403.5,41.0,1
548,Male,16,Mass Customer,N,Yes,10.0,NSW,8,medium,533.51,41.0,1
549,Male,16,Mass Customer,N,Yes,10.0,NSW,8,medium,235.63,41.0,1
550,Male,16,Mass Customer,N,Yes,10.0,NSW,8,medium,1636.9,41.0,1
556,Male,97,Mass Customer,N,No,3.0,NSW,9,medium,1198.46,22.0,1
557,Male,97,Mass Customer,N,No,3.0,NSW,9,medium,175.89,22.0,1
558,Male,97,Mass Customer,N,No,3.0,NSW,9,medium,441.49,22.0,1
559,Male,97,Mass Customer,N,No,3.0,NSW,9,high,358.39,22.0,0
560,Male,97,Mass Customer,N,No,3.0,NSW,9,high,774.53,22.0,0
561,Male,97,Mass Customer,N,No,3.0,NSW,9,medium,1807.45,22.0,1
562,Male,97,Mass Customer,N,No,3.0,NSW,9,medium,1894.19,22.0,1
563,Male,97,Mass Customer,N,No,3.0,NSW,9,medium,499.53,22.0,1
564,Male,97,Mass Customer,N,No,3.0,NSW,9,high,1129.13,22.0,0
565,Male,80,Mass Customer,N,Yes,4.0,NSW,12,high,2005.66,52.0,1
566,Male,80,Mass Customer,N,Yes,4.0,NSW,12,medium,742.54,52.0,1
567,Male,83,High Net Worth,N,No,11.0,NSW,10,high,1458.17,45.0,0
568,Male,83,High Net Worth,N,No,11.0,NSW,10,high,12.01,45.0,0
569,Male,83,High Net Worth,N,No,11.0,NSW,10,medium,2091.47,45.0,1
570,Male,83,High Net Worth,N,No,11.0,NSW,10,high,748.17,45.0,0
571,Male,51,Affluent Customer,N,No,16.0,NSW,9,high,1179.0,64.0,0
572,Male,51,Affluent Customer,N,No,16.0,NSW,9,high,774.53,64.0,0
573,Male,51,Affluent Customer,N,No,16.0,NSW,9,low,958.74,64.0,0
574,Male,51,Affluent Customer,N,No,16.0,NSW,9,medium,235.63,64.0,1
575,Male,51,Affluent Customer,N,No,16.0,NSW,9,medium,1061.56,64.0,1
576,Male,51,Affluent Customer,N,No,16.0,NSW,9,medium,1807.45,64.0,1
577,Male,51,Affluent Customer,N,No,16.0,NSW,9,low,642.31,64.0,0
578,Female,49,Affluent Customer,N,Yes,4.0,NSW,12,high,227.88,23.0,1
579,Female,49,Affluent Customer,N,Yes,4.0,NSW,12,high,1024.66,23.0,1
581,Female,49,Affluent Customer,N,Yes,4.0,NSW,12,medium,1810.0,23.0,1
582,Female,49,Affluent Customer,N,Yes,4.0,NSW,12,medium,1775.81,23.0,1
584,Female,40,Mass Customer,N,Yes,9.0,QLD,10,medium,1231.15,42.0,1
585,Female,40,Mass Customer,N,Yes,9.0,QLD,10,medium,1894.19,42.0,1
586,Female,40,Mass Customer,N,Yes,9.0,QLD,10,medium,1216.14,42.0,1
587,Female,40,Mass Customer,N,Yes,9.0,QLD,10,high,1024.66,42.0,0
588,Female,40,Mass Customer,N,Yes,9.0,QLD,10,low,688.63,42.0,0
589,Female,40,Mass Customer,N,Yes,9.0,QLD,10,medium,235.63,42.0,1
591,Female,40,Mass Customer,N,Yes,9.0,QLD,10,medium,71.49,42.0,1
592,Female,25,Mass Customer,N,No,1.0,NSW,10,medium,1555.58,19.0,1
593,Female,25,Mass Customer,N,No,1.0,NSW,10,medium,2091.47,19.0,1
594,Female,25,Mass Customer,N,No,1.0,NSW,10,high,1129.13,19.0,0
595,Female,25,Mass Customer,N,No,1.0,NSW,10,high,1458.17,19.0,0
599,Female,97,Mass Customer,N,Yes,9.0,NSW,12,medium,1466.68,30.0,1
600,Female,97,Mass Customer,N,Yes,9.0,NSW,12,medium,1466.68,30.0,1
601,Female,97,Mass Customer,N,Yes,9.0,NSW,12,high,227.88,30.0,1
602,Female,97,Mass Customer,N,Yes,9.0,NSW,12,medium,183.86,30.0,1
627,Female,88,High Net Worth,N,No,12.0,VIC,11,high,1129.13,45.0,0
628,Female,88,High Net Worth,N,No,12.0,VIC,11,medium,1403.5,45.0,0
629,Female,88,High Net Worth,N,No,12.0,VIC,11,low,1793.43,45.0,0
630,Female,88,High Net Worth,N,No,12.0,VIC,11,high,748.17,45.0,0
631,Female,88,High Net Worth,N,No,12.0,VIC,11,medium,2091.47,45.0,0
632,Female,88,High Net Worth,N,No,12.0,VIC,11,medium,1894.19,45.0,0
639,Female,10,Affluent Customer,N,No,8.0,NSW,9,low,71.16,35.0,0
640,Female,10,Affluent Customer,N,No,8.0,NSW,9,medium,1065.03,35.0,1
641,Female,10,Affluent Customer,N,No,8.0,NSW,9,medium,1894.19,35.0,1
642,Female,10,Affluent Customer,N,No,8.0,NSW,9,medium,202.62,35.0,1
651,Male,49,Affluent Customer,N,Yes,2.0,NSW,8,high,1129.13,21.0,1
652,Male,49,Affluent Customer,N,Yes,2.0,NSW,8,medium,1466.68,21.0,1
653,Male,49,Affluent Customer,N,Yes,2.0,NSW,8,medium,175.89,21.0,1
654,Male,49,Affluent Customer,N,Yes,2.0,NSW,8,medium,100.35,21.0,1
655,Male,49,Affluent Customer,N,Yes,2.0,NSW,8,high,358.39,21.0,1
656,Male,49,Affluent Customer,N,Yes,2.0,NSW,8,medium,642.7,21.0,1
657,Male,49,Affluent Customer,N,Yes,2.0,NSW,8,medium,1216.14,21.0,1
658,Male,49,Affluent Customer,N,Yes,2.0,NSW,8,low,574.64,21.0,1
659,Female,75,Mass Customer,N,No,15.0,QLD,6,medium,1762.96,38.0,0
660,Female,75,Mass Customer,N,No,15.0,QLD,6,medium,1555.58,38.0,0
661,Female,75,Mass Customer,N,No,15.0,QLD,6,medium,1466.68,38.0,0
662,Female,75,Mass Customer,N,No,15.0,QLD,6,medium,1483.2,38.0,0
663,Female,75,Mass Customer,N,No,15.0,QLD,6,low,1172.78,38.0,0
664,Female,75,Mass Customer,N,No,15.0,QLD,6,medium,441.49,38.0,0
665,Female,75,Mass Customer,N,No,15.0,QLD,6,high,748.17,38.0,0
666,Female,75,Mass Customer,N,No,15.0,QLD,6,medium,1469.44,38.0,0
667,Female,75,Mass Customer,N,No,15.0,QLD,6,medium,1577.53,38.0,0
668,Female,75,Mass Customer,N,No,15.0,QLD,6,high,1179.0,38.0,0
678,Male,80,High Net Worth,N,Yes,4.0,NSW,2,high,1148.64,42.0,1
679,Male,80,High Net Worth,N,Yes,4.0,NSW,2,high,1024.66,42.0,1
681,Male,82,Mass Customer,N,No,15.0,NSW,9,low,1289.85,63.0,0
682,Male,82,Mass Customer,N,No,15.0,NSW,9,medium,1555.58,63.0,1
683,Male,82,Mass Customer,N,No,15.0,NSW,9,medium,1065.03,63.0,1
684,Male,82,Mass Customer,N,No,15.0,NSW,9,medium,416.98,63.0,1
685,Male,87,Mass Customer,N,Yes,12.0,QLD,2,medium,1415.01,41.0,1
686,Male,87,Mass Customer,N,Yes,12.0,QLD,2,low,1172.78,41.0,0
687,Male,87,Mass Customer,N,Yes,12.0,QLD,2,low,1793.43,41.0,0
688,Male,87,Mass Customer,N,Yes,12.0,QLD,2,low,574.64,41.0,0
689,Male,87,Mass Customer,N,Yes,12.0,QLD,2,medium,1577.53,41.0,1
690,Female,85,High Net Worth,N,No,15.0,NSW,8,medium,1762.96,32.0,1
691,Female,85,High Net Worth,N,No,15.0,NSW,8,medium,360.4,32.0,1
692,Female,85,High Net Worth,N,No,15.0,NSW,8,medium,1577.53,32.0,1
693,Female,85,High Net Worth,N,No,15.0,NSW,8,medium,1636.9,32.0,1
694,Female,27,High Net Worth,N,Yes,5.0,VIC,8,low,574.64,25.0,0
695,Female,27,High Net Worth,N,Yes,5.0,VIC,8,medium,544.05,25.0,1
696,Female,27,High Net Worth,N,Yes,5.0,VIC,8,medium,1061.56,25.0,1
697,Female,27,High Net Worth,N,Yes,5.0,VIC,8,medium,1945.43,25.0,1
698,Female,27,High Net Worth,N,Yes,5.0,VIC,8,low,363.01,25.0,0
699,Female,27,High Net Worth,N,Yes,5.0,VIC,8,high,2005.66,25.0,0
700,Female,27,High Net Worth,N,Yes,5.0,VIC,8,medium,1777.8,25.0,1
701,Female,94,Mass Customer,N,No,16.0,NSW,10,medium,1065.03,60.0,1
702,Female,94,Mass Customer,N,No,16.0,NSW,10,medium,360.4,60.0,1
703,Female,94,Mass Customer,N,No,16.0,NSW,10,low,945.04,60.0,0
704,Female,94,Mass Customer,N,No,16.0,NSW,10,medium,569.56,60.0,1
705,Female,94,Mass Customer,N,No,16.0,NSW,10,low,71.16,60.0,0
706,Female,94,Mass Customer,N,No,16.0,NSW,10,medium,71.49,60.0,1
707,Female,94,Mass Customer,N,No,16.0,NSW,10,medium,1762.96,60.0,1
708,Female,94,Mass Customer,N,No,16.0,NSW,10,high,1148.64,60.0,0
709,Female,94,Mass Customer,N,No,16.0,NSW,10,medium,360.4,60.0,1
710,Female,94,Mass Customer,N,No,16.0,NSW,10,medium,752.64,60.0,1
711,Male,53,Mass Customer,N,Yes,3.0,QLD,4,medium,1403.5,28.0,1
712,Male,53,Mass Customer,N,Yes,3.0,QLD,4,high,1458.17,28.0,0
713,Male,53,Mass Customer,N,Yes,3.0,QLD,4,medium,586.45,28.0,1
714,Female,81,Mass Customer,N,No,19.0,QLD,1,high,1661.92,46.0,0
715,Female,81,Mass Customer,N,No,19.0,QLD,1,medium,752.64,46.0,0
716,Female,81,Mass Customer,N,No,19.0,QLD,1,medium,1992.93,46.0,0
717,Female,81,Mass Customer,N,No,19.0,QLD,1,medium,1810.0,46.0,0
718,Female,81,Mass Customer,N,No,19.0,QLD,1,high,227.88,46.0,0
719,Female,81,Mass Customer,N,No,19.0,QLD,1,medium,795.34,46.0,0
720,Female,81,Mass Customer,N,No,19.0,QLD,1,medium,742.54,46.0,0
721,Female,81,Mass Customer,N,No,19.0,QLD,1,medium,1071.23,46.0,0
722,Female,81,Mass Customer,N,No,19.0,QLD,1,medium,478.16,46.0,0
723,Female,81,Mass Customer,N,No,19.0,QLD,1,medium,416.98,46.0,0
724,Male,73,Mass Customer,N,Yes,12.0,NSW,5,medium,1894.19,43.0,1
725,Male,73,Mass Customer,N,Yes,12.0,NSW,5,medium,235.63,43.0,1
726,Male,73,Mass Customer,N,Yes,12.0,NSW,5,low,980.37,43.0,1
727,Male,73,Mass Customer,N,Yes,12.0,NSW,5,medium,569.56,43.0,1
728,Male,64,High Net Worth,N,Yes,19.0,NSW,9,medium,1636.9,35.0,1
729,Male,64,High Net Worth,N,Yes,19.0,NSW,9,medium,1807.45,35.0,1
730,Male,64,High Net Worth,N,Yes,19.0,NSW,9,medium,71.49,35.0,1
731,Male,64,High Net Worth,N,Yes,19.0,NSW,9,low,574.64,35.0,1
732,Male,32,Mass Customer,N,No,1.0,NSW,7,medium,1703.52,23.0,1
733,Male,32,Mass Customer,N,No,1.0,NSW,7,medium,1636.9,23.0,1
734,Female,57,High Net Worth,N,No,8.0,QLD,3,high,774.53,56.0,0
735,Female,57,High Net Worth,N,No,8.0,QLD,3,medium,1992.93,56.0,0
736,Female,57,High Net Worth,N,No,8.0,QLD,3,medium,1777.8,56.0,0
737,Female,57,High Net Worth,N,No,8.0,QLD,3,medium,1945.43,56.0,0
738,Female,57,High Net Worth,N,No,8.0,QLD,3,medium,1894.19,56.0,0
739,Female,57,High Net Worth,N,No,8.0,QLD,3,medium,360.4,56.0,0
740,Female,5,Mass Customer,N,Yes,9.0,NSW,8,medium,230.91,57.0,1
741,Female,5,Mass Customer,N,Yes,9.0,NSW,8,high,1661.92,57.0,1
742,Female,5,Mass Customer,N,Yes,9.0,NSW,8,medium,533.51,57.0,1
743,Female,5,Mass Customer,N,Yes,9.0,NSW,8,medium,1635.3,57.0,1
744,Female,5,Mass Customer,N,Yes,9.0,NSW,8,medium,1765.3,57.0,1
745,Female,5,Mass Customer,N,Yes,9.0,NSW,8,medium,1538.99,57.0,1
746,Male,12,Mass Customer,N,Yes,16.0,QLD,1,medium,575.27,43.0,1
747,Male,12,Mass Customer,N,Yes,16.0,QLD,1,high,1024.66,43.0,0
748,Male,12,Mass Customer,N,Yes,16.0,QLD,1,medium,586.45,43.0,1
749,Male,12,Mass Customer,N,Yes,16.0,QLD,1,medium,235.63,43.0,1
750,Male,12,Mass Customer,N,Yes,16.0,QLD,1,medium,742.54,43.0,1
751,Female,34,Affluent Customer,N,Yes,5.0,NSW,11,medium,1469.44,23.0,1
752,Female,34,Affluent Customer,N,Yes,5.0,NSW,11,high,1977.36,23.0,1
753,Female,34,Affluent Customer,N,Yes,5.0,NSW,11,medium,71.49,23.0,1
754,Female,34,Affluent Customer,N,Yes,5.0,NSW,11,medium,100.35,23.0,1
755,Female,34,Affluent Customer,N,Yes,5.0,NSW,11,medium,1890.39,23.0,1
756,Female,34,Affluent Customer,N,Yes,5.0,NSW,11,high,1661.92,23.0,1
757,Female,18,Mass Customer,N,No,3.0,VIC,6,high,1024.66,45.0,0
758,Female,18,Mass Customer,N,No,3.0,VIC,6,low,363.01,45.0,0
759,Female,18,Mass Customer,N,No,3.0,VIC,6,low,574.64,45.0,0
760,Female,18,Mass Customer,N,No,3.0,VIC,6,medium,230.91,45.0,0
761,Female,18,Mass Customer,N,No,3.0,VIC,6,medium,1483.2,45.0,0
762,Female,18,Mass Customer,N,No,3.0,VIC,6,low,1289.85,45.0,0
763,Female,18,Mass Customer,N,No,3.0,VIC,6,medium,1894.19,45.0,0
764,Male,46,High Net Worth,N,Yes,7.0,QLD,3,low,1172.78,47.0,0
765,Male,46,High Net Worth,N,Yes,7.0,QLD,3,high,1977.36,47.0,0
766,Male,46,High Net Worth,N,Yes,7.0,QLD,3,low,1793.43,47.0,0
767,Male,46,High Net Worth,N,Yes,7.0,QLD,3,medium,1403.5,47.0,1
768,Male,46,High Net Worth,N,Yes,7.0,QLD,3,medium,1469.44,47.0,1
769,Male,46,High Net Worth,N,Yes,7.0,QLD,3,high,227.88,47.0,0
770,Male,46,High Net Worth,N,Yes,7.0,QLD,3,medium,569.56,47.0,1
771,Male,46,High Net Worth,N,Yes,7.0,QLD,3,medium,792.9,47.0,1
772,Male,27,High Net Worth,N,No,10.0,NSW,10,medium,1280.28,33.0,1
773,Male,27,High Net Worth,N,No,10.0,NSW,10,medium,60.34,33.0,1
774,Male,27,High Net Worth,N,No,10.0,NSW,10,medium,586.45,33.0,1
775,Male,27,High Net Worth,N,No,10.0,NSW,10,medium,1036.59,33.0,1
776,Male,27,High Net Worth,N,No,10.0,NSW,10,medium,543.39,33.0,1
777,Male,5,Affluent Customer,N,Yes,13.0,NSW,9,medium,1466.68,35.0,1
778,Male,5,Affluent Customer,N,Yes,13.0,NSW,9,medium,544.05,35.0,1
779,Male,5,Affluent Customer,N,Yes,13.0,NSW,9,medium,100.35,35.0,1
780,Male,5,Affluent Customer,N,Yes,13.0,NSW,9,medium,586.45,35.0,1
781,Male,5,Affluent Customer,N,Yes,13.0,NSW,9,medium,71.49,35.0,1
782,Male,5,Affluent Customer,N,Yes,13.0,NSW,9,medium,1362.99,35.0,1
783,Male,5,Affluent Customer,N,Yes,13.0,NSW,9,medium,795.34,35.0,1
793,Male,9,Mass Customer,N,No,2.0,VIC,9,medium,1386.84,26.0,0
794,Male,9,Mass Customer,N,No,2.0,VIC,9,high,227.88,26.0,0
795,Male,9,Mass Customer,N,No,2.0,VIC,9,medium,1071.23,26.0,0
796,Male,9,Mass Customer,N,No,2.0,VIC,9,high,1977.36,26.0,0
797,Male,9,Mass Customer,N,No,2.0,VIC,9,high,2005.66,26.0,0
798,Male,9,Mass Customer,N,No,2.0,VIC,9,low,980.37,26.0,0
799,Male,67,High Net Worth,N,Yes,10.0,NSW,11,high,1129.13,66.0,1
800,Male,67,High Net Worth,N,Yes,10.0,NSW,11,medium,1466.68,66.0,1
801,Male,67,High Net Worth,N,Yes,10.0,NSW,11,high,1458.17,66.0,1
802,Male,57,Affluent Customer,N,No,17.0,VIC,9,high,1179.0,53.0,0
803,Male,57,Affluent Customer,N,No,17.0,VIC,9,medium,1762.96,53.0,0
804,Male,57,Affluent Customer,N,No,17.0,VIC,9,low,363.01,53.0,0
805,Male,57,Affluent Customer,N,No,17.0,VIC,9,medium,1228.07,53.0,0
806,Male,57,Affluent Customer,N,No,17.0,VIC,9,medium,1386.84,53.0,0
807,Male,57,Affluent Customer,N,No,17.0,VIC,9,medium,752.64,53.0,0
808,Male,57,Affluent Customer,N,No,17.0,VIC,9,high,1977.36,53.0,0
809,Male,57,Affluent Customer,N,No,17.0,VIC,9,low,590.26,53.0,0
810,Male,57,Affluent Customer,N,No,17.0,VIC,9,medium,183.86,53.0,0
811,Male,57,Affluent Customer,N,No,17.0,VIC,9,medium,1775.81,53.0,0
812,Male,57,Affluent Customer,N,No,17.0,VIC,9,high,1274.93,53.0,0
813,Male,19,Mass Customer,N,Yes,11.0,QLD,6,medium,1403.5,63.0,1
814,Male,19,Mass Customer,N,Yes,11.0,QLD,6,low,980.37,63.0,0
815,Male,19,Mass Customer,N,Yes,11.0,QLD,6,medium,1240.31,63.0,1
816,Male,19,Mass Customer,N,Yes,11.0,QLD,6,medium,1065.03,63.0,1
825,Male,33,Mass Customer,N,No,4.0,NSW,5,medium,71.49,23.0,1
826,Male,33,Mass Customer,N,No,4.0,NSW,5,medium,1386.84,23.0,1
827,Male,33,Mass Customer,N,No,4.0,NSW,5,medium,1577.53,23.0,1
828,Male,33,Mass Customer,N,No,4.0,NSW,5,medium,1280.28,23.0,1
829,Male,33,Mass Customer,N,No,4.0,NSW,5,medium,1812.75,23.0,1
830,Male,33,Mass Customer,N,No,4.0,NSW,5,medium,1061.56,23.0,1
831,Male,33,Mass Customer,N,No,4.0,NSW,5,low,958.74,23.0,0
832,Male,34,Mass Customer,N,No,8.0,NSW,11,medium,1386.84,35.0,1
833,Male,34,Mass Customer,N,No,8.0,NSW,11,medium,586.45,35.0,1
834,Female,32,Mass Customer,N,Yes,10.0,NSW,11,medium,2091.47,47.0,1
835,Female,32,Mass Customer,N,Yes,10.0,NSW,11,medium,2083.94,47.0,1
836,Female,32,Mass Customer,N,Yes,10.0,NSW,11,high,748.17,47.0,1
837,Female,32,Mass Customer,N,Yes,10.0,NSW,11,low,1172.78,47.0,1
838,Female,32,Mass Customer,N,Yes,10.0,NSW,11,medium,499.53,47.0,1
839,Female,32,Mass Customer,N,Yes,10.0,NSW,11,medium,1483.2,47.0,1
846,Female,41,Mass Customer,N,Yes,1.0,QLD,7,medium,1775.81,25.0,1
848,Female,41,Mass Customer,N,Yes,1.0,QLD,7,low,1073.07,25.0,0
849,Female,41,Mass Customer,N,Yes,1.0,QLD,7,medium,202.62,25.0,1
850,Female,41,Mass Customer,N,Yes,1.0,QLD,7,medium,1894.19,25.0,1
851,Male,6,Affluent Customer,N,No,17.0,NSW,7,medium,478.16,37.0,1
852,Male,6,Affluent Customer,N,No,17.0,NSW,7,medium,1777.8,37.0,1
853,Male,6,Affluent Customer,N,No,17.0,NSW,7,medium,1362.99,37.0,1
854,Male,6,Affluent Customer,N,No,17.0,NSW,7,high,12.01,37.0,0
855,Male,36,Mass Customer,N,Yes,13.0,NSW,9,medium,1890.39,55.0,1
856,Male,36,Mass Customer,N,Yes,13.0,NSW,9,medium,1762.96,55.0,1
857,Male,36,Mass Customer,N,Yes,13.0,NSW,9,medium,1311.44,55.0,1
858,Male,36,Mass Customer,N,Yes,13.0,NSW,9,medium,1992.93,55.0,1
860,Male,36,Mass Customer,N,Yes,13.0,NSW,9,medium,1231.15,55.0,1
861,Male,36,Mass Customer,N,Yes,13.0,NSW,9,medium,1775.81,55.0,1
862,Male,36,Mass Customer,N,Yes,13.0,NSW,9,high,1458.17,55.0,1
863,Female,5,Mass Customer,N,No,16.0,NSW,12,high,1458.17,39.0,0
864,Female,5,Mass Customer,N,No,16.0,NSW,12,medium,1483.2,39.0,1
865,Female,73,Mass Customer,N,Yes,12.0,NSW,8,low,574.64,43.0,1
866,Female,73,Mass Customer,N,Yes,12.0,NSW,8,medium,1163.89,43.0,1
867,Female,73,Mass Customer,N,Yes,12.0,NSW,8,medium,2091.47,43.0,1
868,Female,73,Mass Customer,N,Yes,12.0,NSW,8,medium,1292.84,43.0,1
869,Female,73,Mass Customer,N,Yes,12.0,NSW,8,medium,533.51,43.0,1
870,Female,73,Mass Customer,N,Yes,12.0,NSW,8,medium,60.34,43.0,1
871,Female,73,Mass Customer,N,Yes,12.0,NSW,8,medium,2091.47,43.0,1
878,Male,4,Mass Customer,N,No,10.0,NSW,10,medium,1775.81,35.0,1
879,Male,4,Mass Customer,N,No,10.0,NSW,10,high,1458.17,35.0,0
880,Male,4,Mass Customer,N,No,10.0,NSW,10,high,774.53,35.0,0
881,Female,23,Mass Customer,N,Yes,11.0,VIC,11,medium,752.64,41.0,1
882,Female,23,Mass Customer,N,Yes,11.0,VIC,11,medium,1555.58,41.0,1
883,Female,23,Mass Customer,N,Yes,11.0,VIC,11,medium,2091.47,41.0,1
884,Female,23,Mass Customer,N,Yes,11.0,VIC,11,medium,71.49,41.0,1
885,Female,23,Mass Customer,N,Yes,11.0,VIC,11,medium,360.4,41.0,1
887,Male,97,Affluent Customer,N,No,16.0,VIC,8,medium,175.89,46.0,0
888,Male,97,Affluent Customer,N,No,16.0,VIC,8,medium,499.53,46.0,0
889,Male,97,Affluent Customer,N,No,16.0,VIC,8,low,1073.07,46.0,0
896,Male,90,Affluent Customer,N,No,13.0,NSW,10,medium,60.34,33.0,1
897,Male,90,Affluent Customer,N,No,13.0,NSW,10,low,363.01,33.0,0
898,Male,90,Affluent Customer,N,No,13.0,NSW,10,medium,1466.68,33.0,1
899,Male,90,Affluent Customer,N,No,13.0,NSW,10,high,1129.13,33.0,0
900,Male,90,Affluent Customer,N,No,13.0,NSW,10,medium,1538.99,33.0,1
901,Male,90,Affluent Customer,N,No,13.0,NSW,10,high,1458.17,33.0,0
902,Male,5,Mass Customer,N,No,18.0,NSW,11,medium,1231.15,56.0,1
903,Male,5,Mass Customer,N,No,18.0,NSW,11,low,1793.43,56.0,0
905,Male,90,Mass Customer,N,No,15.0,NSW,10,medium,1555.58,41.0,1
906,Male,90,Mass Customer,N,No,15.0,NSW,10,high,358.39,41.0,0
907,Male,90,Mass Customer,N,No,15.0,NSW,10,medium,1403.5,41.0,1
908,Female,58,High Net Worth,N,Yes,14.0,VIC,10,medium,1311.44,44.0,1
909,Female,58,High Net Worth,N,Yes,14.0,VIC,10,medium,1777.8,44.0,1
910,Female,55,Affluent Customer,N,Yes,1.0,QLD,4,high,1148.64,21.0,0
911,Female,55,Affluent Customer,N,Yes,1.0,QLD,4,low,642.31,21.0,0
912,Female,55,Affluent Customer,N,Yes,1.0,QLD,4,medium,792.9,21.0,1
913,Male,61,Mass Customer,N,Yes,12.0,NSW,10,low,1289.85,36.0,1
